目录,题目类型,大题题干,难易度,,,,,,,
,,盈盈一水间，______________________。《古诗十九首》,,脉脉不得语,,,,,,
,,对酒当歌，人生几何。譬如_______，去日苦多。山不厌高，海不厌深。周公吐哺，天下归心。170,,朝露,,,,,,
,,陶渊明千古名句：“____________，悠然见南山。”,,采菊东篱下,,,,,,
,,陈子昂与“四杰”等对“______“的追求，使大唐诗歌走向振奋，成为盛唐诗歌的序曲。,,风骨,,,,,,
,,前不见古人，后不见来者。___________，独怆然而涕下《大学人文语文》p-173,,念天地之悠悠,,,,,,
,,"春江潮水连海平,海上明月共潮生。滟滟随波千万里，何处春江无明月。江流宛转绕芳甸，月照花林皆似霰。空里流霜不觉飞，汀上白沙看不见。江天一色无纤尘，______________。江畔何人初见月？江畔何年初照人？人生代代无穷已，江月年年望相似。不知江月待何人，但见长江送流水。——《春江花月夜》《大学人文语文》p174",,皎皎空中孤月轮,,,,,,
,,______________，举杯销愁愁更愁。 ——李白《大学人文教程》176,,抽刀断水水更流,,,,,,
,,______________，隔叶黄鹂空好音。——杜甫《蜀相》《大学人文语文》p176,,映阶碧草自春色,,,,,,
,,在天愿作比翼鸟，_____________________。天长地久有时尽，此恨绵绵无绝期。——白居易《长恨歌》《大学人文语文》179,,在地愿为连理枝,,,,,,
,,锦瑟无端五十弦，一弦一柱思华年。______________，望帝春心托杜鹃。沧海月明珠有泪，蓝田日暖玉生烟。此情可待成追忆，只是当时已惘然。《大学人文语文》p182,,庄生晓梦迷蝴蝶,,,,,,
,,不忍__________，望故乡渺邈，归思难收。《大学人文语文》P185,,登高临远,,,,,,
,,请欣赏视频片段：《苏东坡》_雪泥鸿爪.mp4人生到处知何似？______________。泥上偶然留指爪，鸿飞那复计东西！老僧已死成新塔，坏壁无由见旧题。往日崎岖还记否？路长人困蹇驴嘶！——苏轼《和子由渑池怀旧》答案：应似飞鸿踏雪泥资料库里有一套很精彩的纪录片《苏东坡》，总6集。感兴趣的小伙伴请关注。另有苏轼的超级粉丝，近人中最具苏轼之风的林语堂的《苏东坡传》，这是林语堂最得意的作品。林语堂这样评价苏轼：苏东坡是一个无可救药的乐天派、一个伟大的人道主义者、一个百姓的朋友、一个大文豪、大书法家、创新的画家、造酒试验家、一个工程师、一个憎恨清教徒主义的人、一位瑜伽士、大儒政治家、一个皇帝的秘书、酒仙、厚道的法官、一位在政治上专唱反调的人。一个月夜徘徊者、一个诗人、一个小丑。但是这还不足以道出苏东坡的全部……苏东坡比中国其他的诗人更具有多面性天才的丰富感、变化感和幽默感，智能优异，心灵却像天真的小孩。知道一个人，或不知道一个人，与他是否为同代人，没有关系。主要的倒是对他是否有同情的了解。归根结底，我们只能知道自己真正了解的人，我们只能完全了解我们真正喜欢的人。我认为我完全知道苏东坡，因为我了解他。我了解他，是因为我喜欢他。——林语堂,,应似飞鸿踏雪泥,,,,,,
,,人生如诗亦如梦。生活的态度，既要“入梦”般投入，如鸿雁翱翔九州、大展宏图；又要“睡起”般清明，如鲲鹏垂天，渺观人间沟壑坷坎、荣华晏乐。春有百花秋有月，________________，梦中清醒醒似梦，四季都是好时节。《大学人文语文》187,,夏有凉风冬有雪,,,,,,
,,花自飘零水自流。一种相思，两处闲愁。此情无计可消除，才下眉头，___________。（李清照·《一剪梅》）《大学人文语文》p188,,却上心头,,,,,,
,,《卜算子·咏梅》是陆游的一首托物言志的诗篇。荒郊断桥、寂寞无主、黄昏落日、风雨交加、群芳嫉妒、零落、碾压……层层铺垫、蓄势，写出了梅花的悲苦遭际。“________________”却如扛鼎之力，振起全篇，末句见风骨劲节。《大学人文语文》p189,,只有香如故,,,,,,
,,山一程，________，身向榆关那畔行，夜深千帐灯。风一更，_________，聒碎乡心梦不成，故园无此声。                ——纳兰性德《长相思》 P190,,水一程,雪一更,,,,,
,,爱尔兰现代诗人________。欧美后期象征主义诗人的代表之一，1923年诺贝尔文学奖获得者。获奖的理由是“用鼓舞人心的诗篇，以高度的艺术形式表达了整个民族的精神风貌（inspired poetry，which in a highly artistic form that gives expression to the spirit of a whole nation）”。被诗人艾略特誉为“当代最伟大的诗人”。课本中我们选了他的早期名作《当你老了》193,,叶芝,,,,,,
,,先天下之忧而忧，______________________。不以物喜，_______________。199,,后天下之乐而乐,不以己悲,,,,,
,,_____________是陆王心学之集大成者，生平集立功、立德、立言于一身，成就冠绝有明一代。代表著作为_______。201,,王阳明,《传习录》,,,,,
,,王阳明：“你未看此花时，此花与汝心同归于寂。你来看此花时，则此花颜色一时明白起来。便知此花_____________。”202,,不在你的心外,,,,,,
,,史怀泽的《___________》是一部论文集，系统阐述了史怀泽的生命伦理思想。他的伟大在于他把作为人道主义的爱和悲悯，敞开给了我们周围生存着的所有生命。这与中国儒家的“民胞物与”“仁民爱物”，释家的“无缘大慈”、“同体大悲”之心是相通的。,,敬畏生命,,,,,,
,,《我怎样做起小说来》体现了鲁迅的“创作论”，更可贵的是他“_________”、“________”的深厚的热忱，使他的小说蕴藏着巨大的情感力量和深刻的人生内涵与社会内涵。这是民族的，也是世界的。,,启蒙主义,为人生,,,,,
,,原来姹紫嫣红开遍，似这般都付与断井颓垣。__________________，赏心乐事谁家院！朝飞暮卷，云霞翠轩；雨丝风片，烟波画船。锦屏人忒看的这韶光贱！……遍青山啼红了杜鹃，荼蘼外烟丝醉软。闲凝眄，生生燕语明如剪，呖呖莺歌溜的圆。——汤显祖《游园惊梦》P230,,良辰美景奈何天,,,,,,
,,原来姹紫嫣红开遍，似这般都付与断井颓垣。___________________，赏心乐事谁家院！朝飞暮卷，云霞翠轩；雨丝风片，烟波画船。锦屏人忒看的这韶光贱！……遍青山啼红了杜鹃，荼蘼外烟丝醉软。闲凝眄，生生燕语明如剪，呖呖莺歌溜的圆。——汤显祖《游园惊梦》231,,良辰美景奈何天,,,,,,
,,《游园惊梦》：妙龄少女杜丽娘在春光明媚的季节，与丫鬟偷偷来到后花园游玩。她在游园前精心打扮，来到姹紫嫣红的花园，却被花草孤寂的春色所触动，油然而生韶光易逝，容颜空老的嗟怨。她痛惜自己的青春埋没在小庭院中，而引起了她的自我觉醒。“一生儿爱好是________”，这里有对春色的惊叹，有对自由和青春的热爱，有对命运的感伤，有对人间“_______”的颂扬。从这几支曲子里，可以看到封建社会女性内心的痛苦和对自由的向往。曲词含蓄婉转、典雅华丽，将杜丽娘复杂、微妙的情绪变化展现的淋漓尽致。230,,自然,至情,,,,,
,,《哈姆雷特》被认为代表了哲学精神——集中反映了人文主义者的________意识和_______精神。哈姆雷特是文艺复兴时期人文主义精神的典型代表，节选内容是哈姆雷特在复仇前的大段心理独白，表现出他对人生的思考和对生存的意义、人的本质的诘问，这些思考和诘问使他的复仇行动一再延迟，形成独特的哈姆雷特性格。239,,启蒙,反思,,,,,
,,《四气调神大论》强调“春夏养___，秋冬养____”顺应四时阴阳变化而养生的重要性。——《四气调神大论》255,,阳,阴,,,,,
,,孙思邈的《__________》是一篇专论医德的旷世名文。作者以赤诚的济世救人之心，对医家提出了应当志成“大医”的殷切期望，着重论述了欲成大医必须解决的两大问题：一是专就医书而言的“精”，二是专就德行而言的“诚”，即医术要精、德行要诚。,,大医精诚,,,,,,
,,凡大医治病，必当安神定志，无欲无求，先发大慈恻隐之心，誓愿________________。——《大医精诚》261,,普救含灵之苦,,,,,,
,,___________，即更刮目相待。——《资治通鉴》《大学人文教程》p267,,士别三日,,,,,,
,,非澹泊无以明志，______________________。诸葛亮《诫子书》,,非宁静无以致远,,,,,,
,,"青青园中葵,朝露待日晞。阳春布德泽,万物生光辉。常恐秋节至,焜黄华叶衰。百川东到海,_______________?少壮不努力,老大徒伤悲。《汉乐府·长歌行》",,何时复西归,,,,,,
,,古人学问无遗力，少壮工夫老始成。                    纸上得来终觉浅，绝知此事要______。——陆游《冬夜读书示子聿》,,躬行,,,,,,
,,半亩方塘一鉴开，天光云影共徘徊。问渠那得清如许？为有源头______来。——朱熹《观书有感》,,活水,,,,,,
,,《大学人文教程》P270大抵观书先须________，使其言皆若出于吾之口；继以________，使其意皆若出于吾之心，然后可以有得尔。——朱熹,,熟读,精思,,,,,
,,《大学人文教程》P271学不难有才，难有志。不难有志，难有品。不难有品，难有_____。惟具超方眼目，不被时流笼罩者，堪立千古品格。品立则志成，志成才得其所用矣。末世竞逐枝叶，罕达________，谁知朝华易落，松柏难凋。才志之士，奈何甘舍大从小哉？——《蕅益大师全集》:,,眼,本源,,,,,
,,盖士人读书，第一要______，第二要_______，第三要________。——《曾国藩家书》,,有志,有识,有恒,,,,
,,人之气质由于天生，本难改变，惟______则可变化气质。——《曾国藩家书》答案：读书【小注】曾国藩其人典型的体现了中华文化的特点，更可贵的是，他是经邦济世型的人物。“沧海横流，方显英雄本色”，晚清千疮百孔，大厦将倾，他力挽狂澜，位列“晚清中兴四大名臣”之首，文章事功兼备，立功立言立德，也饱受争议。蒋介石、毛泽东都盛赞曾国藩，学习曾国藩。诸位，湖南有一位唐浩明，他潜心研究曾国藩30年，有历史小说《曾国藩》，很可观，资料库里有，感兴趣的小伙伴可读。,,读书,,,,,,
,,读书使人充实，_______使人机智，________使人准确。——培根《论读书》《大学人文教程》P273,,讨论,笔记,,,,,
,,读史使人明智，_____使人灵秀，数学使人周密，______使人深刻，伦理学使人庄重，逻辑修辞之学使人善辩；凡有所学，皆成性格。——培根《论读书》《大学人文教程》P273,,读诗,科学,,,,,
